PENFIELD,167500,9/1/2015
PENFIELD,118000,9/1/2015
PERINTON,90000,9/1/2015
PERINTON,163200,9/1/2015
PERINTON,134000,9/1/2015
PERINTON,70000,9/1/2015
PITTSFORD,352500,9/1/2015
PITTSFORD,290000,9/1/2015
RIGA,67000,9/1/2015
ROCHESTER,28000,9/1/2015
ROCHESTER,72999,9/1/2015
ROCHESTER,16500,9/1/2015
ROCHESTER,35000,9/1/2015
ROCHESTER,17000,9/1/2015
ROCHESTER,126900,9/1/2015
ROCHESTER,163500,9/1/2015
ROCHESTER,22874,9/1/2015
ROCHESTER,23000,9/1/2015
ROCHESTER,10000,9/1/2015
ROCHESTER,45000,9/1/2015
ROCHESTER,40000,9/1/2015
ROCHESTER,162000,9/1/2015
ROCHESTER,40000,9/1/2015
ROCHESTER,5000,9/1/2015
ROCHESTER,35000,9/1/2015
ROCHESTER,75000,9/1/2015
ROCHESTER,40000,9/1/2015
ROCHESTER,157000,9/1/2015
SWEDEN,129900,9/1/2015
WEBSTER,70136,9/1/2015
WEBSTER,120900,9/1/2015
WEBSTER,110000,9/1/2015
WEBSTER,239900,9/1/2015
BRIGHTON,139900,8/31/2015
BRIGHTON,214000,8/31/2015
BRIGHTON,160000,8/31/2015
BRIGHTON,198500,8/31/2015
BRIGHTON,167500,8/31/2015
BRIGHTON,174000,8/31/2015
CHILI,123995,8/31/2015
CHILI,137500,8/31/2015
CHILI,147691,8/31/2015
CHILI,97000,8/31/2015
